sid|fname
278|datasets/VCTK-Corpus/wav22/p278/p278_311.wav|I have spoken to the skipper.
255|datasets/VCTK-Corpus/wav22/p255/p255_190.wav|It was one in the afternoon.
243|datasets/VCTK-Corpus/wav22/p243/p243_242.wav|We had to work very hard for our points.
252|datasets/VCTK-Corpus/wav22/p252/p252_339.wav|No plans for projects are yet in place.
269|datasets/VCTK-Corpus/wav22/p269/p269_143.wav|Her body was found about four miles from the car.
267|datasets/VCTK-Corpus/wav22/p267/p267_343.wav|What do we do ?
238|datasets/VCTK-Corpus/wav22/p238/p238_335.wav|Many others are subjected to violence by men.
283|datasets/VCTK-Corpus/wav22/p283/p283_023.wav|What happened in that game ?
238|datasets/VCTK-Corpus/wav22/p238/p238_105.wav|What form did that take ?
306|datasets/VCTK-Corpus/wav22/p306/p306_188.wav|Does it work, is it safe, and is it right?
263|datasets/VCTK-Corpus/wav22/p263/p263_459.wav|It makes no influence on the public.
307|datasets/VCTK-Corpus/wav22/p307/p307_035.wav|We lost our composure towards the interval, he said.
280|datasets/VCTK-Corpus/wav22/p280/p280_194.wav|Scotland is never far away at Westminster.
283|datasets/VCTK-Corpus/wav22/p283/p283_235.wav|But they have taken the lesson to heart.
266|datasets/VCTK-Corpus/wav22/p266/p266_274.wav|We have the experience, the courses, and an abundance of confidence.
247|datasets/VCTK-Corpus/wav22/p247/p247_241.wav|In addition, investor choice is reduced.)
323|datasets/VCTK-Corpus/wav22/p323/p323_272.wav|In the eyes of the supporters, there has been a betrayal.
283|datasets/VCTK-Corpus/wav22/p283/p283_068.wav|Lady Thatcher was the only woman with full membership.
336|datasets/VCTK-Corpus/wav22/p336/p336_042.wav|Openness is always the best way.
306|datasets/VCTK-Corpus/wav22/p306/p306_075.wav|Since then physicists have found that is not reflection, but refraction by the raindrops which causes the rainbows.
237|datasets/VCTK-Corpus/wav22/p237/p237_139.wav|It's perfectly feasible.
329|datasets/VCTK-Corpus/wav22/p329/p329_024.wav|We certainly did enough to win it, but didn't.
261|datasets/VCTK-Corpus/wav22/p261/p261_143.wav|It was the climax of the thing.
360|datasets/VCTK-Corpus/wav22/p360/p360_038.wav|What's the difference?
273|datasets/VCTK-Corpus/wav22/p273/p273_065.wav|He is obviously very dangerous.
288|datasets/VCTK-Corpus/wav22/p288/p288_341.wav|It would appear that it has not been a problem.
305|datasets/VCTK-Corpus/wav22/p305/p305_351.wav|Alan Milburn, the health secretary, refused to comment.
243|datasets/VCTK-Corpus/wav22/p243/p243_076.wav|The institute board will take the decision.
304|datasets/VCTK-Corpus/wav22/p304/p304_149.wav|My goal was very important to the team.
243|datasets/VCTK-Corpus/wav22/p243/p243_071.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.
304|datasets/VCTK-Corpus/wav22/p304/p304_076.wav|Clearly, audiences are unsettled.
345|datasets/VCTK-Corpus/wav22/p345/p345_208.wav|Would you pay to come and see it?
307|datasets/VCTK-Corpus/wav22/p307/p307_236.wav|Everything has been destroyed.
361|datasets/VCTK-Corpus/wav22/p361/p361_401.wav|I do my job.
292|datasets/VCTK-Corpus/wav22/p292/p292_297.wav|It is good for Europe.
307|datasets/VCTK-Corpus/wav22/p307/p307_349.wav|It has removed a bit of guilt.
273|datasets/VCTK-Corpus/wav22/p273/p273_225.wav|Will have consequences for Scottish universities.
245|datasets/VCTK-Corpus/wav22/p245/p245_095.wav|Was this element always there?
276|datasets/VCTK-Corpus/wav22/p276/p276_235.wav|I COULD tell that Alastair Wilkie was energised.
300|datasets/VCTK-Corpus/wav22/p300/p300_309.wav|You might even have seen him.
285|datasets/VCTK-Corpus/wav22/p285/p285_213.wav|Here, again, they were denied a voice.
339|datasets/VCTK-Corpus/wav22/p339/p339_247.wav|The signs are positive.
279|datasets/VCTK-Corpus/wav22/p279/p279_347.wav|She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.
266|datasets/VCTK-Corpus/wav22/p266/p266_328.wav|On Friday, the headteacher and deputy headteacher appeared at the door.
326|datasets/VCTK-Corpus/wav22/p326/p326_324.wav|Well, it happened to me, so it's happening to him.
308|datasets/VCTK-Corpus/wav22/p308/p308_266.wav|Throughout the centuries people have explained the rainbow in various ways.
361|datasets/VCTK-Corpus/wav22/p361/p361_268.wav|Kenny Miller might come through.
306|datasets/VCTK-Corpus/wav22/p306/p306_337.wav|That group reported just before Christmas.
244|datasets/VCTK-Corpus/wav22/p244/p244_023.wav|They have to get that sorted.
259|datasets/VCTK-Corpus/wav22/p259/p259_322.wav|The body follows the mind.)
239|datasets/VCTK-Corpus/wav22/p239/p239_149.wav|That's all I was trying to do today.
323|datasets/VCTK-Corpus/wav22/p323/p323_298.wav|The encounter was to change his life.
257|datasets/VCTK-Corpus/wav22/p257/p257_279.wav|I hate the word.
251|datasets/VCTK-Corpus/wav22/p251/p251_282.wav|People have no choice.
268|datasets/VCTK-Corpus/wav22/p268/p268_063.wav|They were never seen again by friends or relatives.
272|datasets/VCTK-Corpus/wav22/p272/p272_312.wav|Charlie Gordon, leader of the council, dismissed the suggestion.
303|datasets/VCTK-Corpus/wav22/p303/p303_235.wav|You've got to have everything inside with you.
262|datasets/VCTK-Corpus/wav22/p262/p262_166.wav|It is horrible.
249|datasets/VCTK-Corpus/wav22/p249/p249_263.wav|Alex has been a huge influence on the club.
271|datasets/VCTK-Corpus/wav22/p271/p271_092.wav|Russian officials have not determined the cause of the accident.
278|datasets/VCTK-Corpus/wav22/p278/p278_341.wav|We put our bid in last night.
336|datasets/VCTK-Corpus/wav22/p336/p336_260.wav|It is already making a difference.
347|datasets/VCTK-Corpus/wav22/p347/p347_089.wav|It ignores the future.
259|datasets/VCTK-Corpus/wav22/p259/p259_280.wav|This year, it will amount to a few hundred thousand pounds.)
255|datasets/VCTK-Corpus/wav22/p255/p255_025.wav|We could not get any possession.
318|datasets/VCTK-Corpus/wav22/p318/p318_098.wav|I am not a threat to coaches.
274|datasets/VCTK-Corpus/wav22/p274/p274_161.wav|Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. )
247|datasets/VCTK-Corpus/wav22/p247/p247_029.wav|Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows. )
311|datasets/VCTK-Corpus/wav22/p311/p311_152.wav|Would it be good for the Nationwide League?
301|datasets/VCTK-Corpus/wav22/p301/p301_116.wav|But he is revelling in the big stage.
237|datasets/VCTK-Corpus/wav22/p237/p237_213.wav|He was also married with two children.
237|datasets/VCTK-Corpus/wav22/p237/p237_293.wav|We're in shock.
263|datasets/VCTK-Corpus/wav22/p263/p263_343.wav|Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.
257|datasets/VCTK-Corpus/wav22/p257/p257_054.wav|Who will attend?
283|datasets/VCTK-Corpus/wav22/p283/p283_107.wav|I can almost pretend to be Scottish.
278|datasets/VCTK-Corpus/wav22/p278/p278_106.wav|Scottish rugby has given me everything.
254|datasets/VCTK-Corpus/wav22/p254/p254_286.wav|Whether his stance is shared by the incoming manager is another matter.
364|datasets/VCTK-Corpus/wav22/p364/p364_286.wav|We don't know what is happening to them.
256|datasets/VCTK-Corpus/wav22/p256/p256_075.wav|George Robertson described the plan as an outrageous and disgraceful decision.
239|datasets/VCTK-Corpus/wav22/p239/p239_233.wav|But they also noted a partial strengthening of survey evidence.
334|datasets/VCTK-Corpus/wav22/p334/p334_311.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.
239|datasets/VCTK-Corpus/wav22/p239/p239_050.wav|We have not been approached.
250|datasets/VCTK-Corpus/wav22/p250/p250_034.wav|I'd like to take the plunge.
265|datasets/VCTK-Corpus/wav22/p265/p265_006.wav|Peace was won.
335|datasets/VCTK-Corpus/wav22/p335/p335_023.wav|It was a moment of madness.
278|datasets/VCTK-Corpus/wav22/p278/p278_305.wav|It was exactly four months away.
335|datasets/VCTK-Corpus/wav22/p335/p335_080.wav|What would be the timetable for withdrawal?
287|datasets/VCTK-Corpus/wav22/p287/p287_421.wav|She took them for a term.
334|datasets/VCTK-Corpus/wav22/p334/p334_104.wav|I will have to order its destruction.
261|datasets/VCTK-Corpus/wav22/p261/p261_021.wav|These days are long gone.
360|datasets/VCTK-Corpus/wav22/p360/p360_325.wav|This plan is all about respect.
363|datasets/VCTK-Corpus/wav22/p363/p363_161.wav|The impact was immediate.
311|datasets/VCTK-Corpus/wav22/p311/p311_034.wav|It was a bit of a shock.
299|datasets/VCTK-Corpus/wav22/p299/p299_225.wav|But then, that really is the point.
263|datasets/VCTK-Corpus/wav22/p263/p263_023.wav|Reaction from Scottish business leaders was mixed.
264|datasets/VCTK-Corpus/wav22/p264/p264_444.wav|This operation will change her life.)
285|datasets/VCTK-Corpus/wav22/p285/p285_286.wav|Three weeks later, he resigned.
326|datasets/VCTK-Corpus/wav22/p326/p326_071.wav|United were in control without always being dominant.
238|datasets/VCTK-Corpus/wav22/p238/p238_309.wav|They should stop the bombing.
304|datasets/VCTK-Corpus/wav22/p304/p304_026.wav|But it could have been written for her.
274|datasets/VCTK-Corpus/wav22/p274/p274_209.wav|How do you take them away ?)
236|datasets/VCTK-Corpus/wav22/p236/p236_242.wav|We are a Scottish company.
347|datasets/VCTK-Corpus/wav22/p347/p347_228.wav|We might be back next year.
238|datasets/VCTK-Corpus/wav22/p238/p238_086.wav|We have no information on Iraq.
341|datasets/VCTK-Corpus/wav22/p341/p341_355.wav|That might happen in Pakistan, but in Britain?
229|datasets/VCTK-Corpus/wav22/p229/p229_114.wav|The sisters also became the top two players in the world.
341|datasets/VCTK-Corpus/wav22/p341/p341_129.wav|There is nothing like a fresh start.
284|datasets/VCTK-Corpus/wav22/p284/p284_372.wav|That was a bonus, but it was not the main objective.
240|datasets/VCTK-Corpus/wav22/p240/p240_354.wav|He was good, but not that good.
301|datasets/VCTK-Corpus/wav22/p301/p301_051.wav|There was a fossil on screen.
261|datasets/VCTK-Corpus/wav22/p261/p261_289.wav|I chose to go by the rules.
280|datasets/VCTK-Corpus/wav22/p280/p280_161.wav|Policy making would become a role for ministers and their officials.
255|datasets/VCTK-Corpus/wav22/p255/p255_279.wav|they fail to engage.
323|datasets/VCTK-Corpus/wav22/p323/p323_104.wav|That is our unfinished business.
311|datasets/VCTK-Corpus/wav22/p311/p311_055.wav|I certainly think it's very short-sighted.
335|datasets/VCTK-Corpus/wav22/p335/p335_135.wav|I'll tell you honestly.
266|datasets/VCTK-Corpus/wav22/p266/p266_038.wav|In essence, the teaching profession has a choice.
279|datasets/VCTK-Corpus/wav22/p279/p279_341.wav|They seem to get away with it.
301|datasets/VCTK-Corpus/wav22/p301/p301_043.wav|Its workforce is to be made redundant.
279|datasets/VCTK-Corpus/wav22/p279/p279_174.wav|I came into this world with nothing.
228|datasets/VCTK-Corpus/wav22/p228/p228_208.wav|The perception is that we do not care about social issues.
304|datasets/VCTK-Corpus/wav22/p304/p304_367.wav|I will go out with him any time.
351|datasets/VCTK-Corpus/wav22/p351/p351_418.wav|Hopefully, they will not go through with it.
314|datasets/VCTK-Corpus/wav22/p314/p314_093.wav|We should do everything at a stroke.
318|datasets/VCTK-Corpus/wav22/p318/p318_287.wav|We won't do that.
279|datasets/VCTK-Corpus/wav22/p279/p279_165.wav|Government will intervene.
307|datasets/VCTK-Corpus/wav22/p307/p307_050.wav|It's about my time as a guitarist.
261|datasets/VCTK-Corpus/wav22/p261/p261_463.wav|Is it in the right place ?
248|datasets/VCTK-Corpus/wav22/p248/p248_320.wav|The rainbow is a division of white light into many beautiful colors.
284|datasets/VCTK-Corpus/wav22/p284/p284_154.wav|Is there a new way forward?
340|datasets/VCTK-Corpus/wav22/p340/p340_246.wav|To the Hebrews it was a token that there would be no more universal floods.
253|datasets/VCTK-Corpus/wav22/p253/p253_296.wav|It will now relate to all public bodies in Scotland.
329|datasets/VCTK-Corpus/wav22/p329/p329_316.wav|And we know that, because we know the hairdresser.
260|datasets/VCTK-Corpus/wav22/p260/p260_148.wav|The problems began a long time ago.
244|datasets/VCTK-Corpus/wav22/p244/p244_120.wav|But that's another story for another day.
277|datasets/VCTK-Corpus/wav22/p277/p277_014.wav|My whole life has changed.
275|datasets/VCTK-Corpus/wav22/p275/p275_362.wav|It would still have been a good film, but very different.
237|datasets/VCTK-Corpus/wav22/p237/p237_242.wav|He promised to lead from the front in the battle for entry.
253|datasets/VCTK-Corpus/wav22/p253/p253_355.wav|It's not pretty, but it's effective.
292|datasets/VCTK-Corpus/wav22/p292/p292_245.wav|This could prove a problem.
334|datasets/VCTK-Corpus/wav22/p334/p334_389.wav|It was a UK-wide report.
340|datasets/VCTK-Corpus/wav22/p340/p340_220.wav|It was very exciting.
304|datasets/VCTK-Corpus/wav22/p304/p304_022.wav|You are not going in blind.
274|datasets/VCTK-Corpus/wav22/p274/p274_031.wav|They have known the hard times.)
310|datasets/VCTK-Corpus/wav22/p310/p310_379.wav|You can leave him, knowing the job will be done.
281|datasets/VCTK-Corpus/wav22/p281/p281_437.wav|The whole of southern Africa is in the grip of Aids.
227|datasets/VCTK-Corpus/wav22/p227/p227_126.wav|I guess I was lucky, though.
345|datasets/VCTK-Corpus/wav22/p345/p345_335.wav|There is still a long way to go.
260|datasets/VCTK-Corpus/wav22/p260/p260_029.wav|They will certainly be visible from every house in our area.
310|datasets/VCTK-Corpus/wav22/p310/p310_206.wav|Have you heard anything from Paramount?
329|datasets/VCTK-Corpus/wav22/p329/p329_026.wav|Our house was very small.
360|datasets/VCTK-Corpus/wav22/p360/p360_143.wav|Conditions were very difficult for the players.
267|datasets/VCTK-Corpus/wav22/p267/p267_326.wav|It does not work that way in Scottish football.
326|datasets/VCTK-Corpus/wav22/p326/p326_371.wav|About the bad things that happened to me.
279|datasets/VCTK-Corpus/wav22/p279/p279_149.wav|They are the innocent victims.
250|datasets/VCTK-Corpus/wav22/p250/p250_175.wav|I've been in two finals, and I've got a medal.
330|datasets/VCTK-Corpus/wav22/p330/p330_243.wav|We will do so again.
313|datasets/VCTK-Corpus/wav22/p313/p313_021.wav|The idea was presented to me.
263|datasets/VCTK-Corpus/wav22/p263/p263_337.wav|I intended to look for another club on loan.
314|datasets/VCTK-Corpus/wav22/p314/p314_280.wav|The home team had an amazing start.
323|datasets/VCTK-Corpus/wav22/p323/p323_078.wav|But he is something special, is he not?
326|datasets/VCTK-Corpus/wav22/p326/p326_266.wav|Messages have to be reinforced.
307|datasets/VCTK-Corpus/wav22/p307/p307_371.wav|We are now setting about finding them.
351|datasets/VCTK-Corpus/wav22/p351/p351_187.wav|Pity he couldn't produce a winning British team.
231|datasets/VCTK-Corpus/wav22/p231/p231_065.wav|Before the game we went for a pint.
234|datasets/VCTK-Corpus/wav22/p234/p234_284.wav|However, it was a different story in the final.
330|datasets/VCTK-Corpus/wav22/p330/p330_030.wav|Don't say you have not been warned.
253|datasets/VCTK-Corpus/wav22/p253/p253_212.wav|It will include the Black Watch, the Royal Highland regiment.
329|datasets/VCTK-Corpus/wav22/p329/p329_298.wav|Yet it is all for two good causes.
294|datasets/VCTK-Corpus/wav22/p294/p294_395.wav|We recorded it at our own expense.
318|datasets/VCTK-Corpus/wav22/p318/p318_082.wav|Our people are paying high prices.
260|datasets/VCTK-Corpus/wav22/p260/p260_085.wav|Several other pupils and staff were seriously injured in the accident.
360|datasets/VCTK-Corpus/wav22/p360/p360_004.wav|Our position is extremely simple.
284|datasets/VCTK-Corpus/wav22/p284/p284_321.wav|I expect a rapid response.
301|datasets/VCTK-Corpus/wav22/p301/p301_063.wav|Anyone remaining after that will be targeted.
308|datasets/VCTK-Corpus/wav22/p308/p308_035.wav|plays in dark blue.
285|datasets/VCTK-Corpus/wav22/p285/p285_026.wav|Local managers are already involved in talks with potential investors.
293|datasets/VCTK-Corpus/wav22/p293/p293_014.wav|I was shaking on the blocks.
295|datasets/VCTK-Corpus/wav22/p295/p295_125.wav|Clearly we are looking at this very carefully.
286|datasets/VCTK-Corpus/wav22/p286/p286_342.wav|Customers would then be consulted over any changes.
293|datasets/VCTK-Corpus/wav22/p293/p293_114.wav|It's something he has worked very hard on.
272|datasets/VCTK-Corpus/wav22/p272/p272_252.wav|It was only a matter of time before someone was killed.
347|datasets/VCTK-Corpus/wav22/p347/p347_335.wav|I know nothing about that.
345|datasets/VCTK-Corpus/wav22/p345/p345_070.wav|He's a joy to follow.
264|datasets/VCTK-Corpus/wav22/p264/p264_102.wav|They were game, but not very good.)
250|datasets/VCTK-Corpus/wav22/p250/p250_161.wav|But the petrol station does not get the benefit.
360|datasets/VCTK-Corpus/wav22/p360/p360_092.wav|This year the exercise is being repeated.
280|datasets/VCTK-Corpus/wav22/p280/p280_039.wav|was everything done to save people ?
